Country,Crop,Average_annual_rainfall(mm),Pesticides_used(tonnes),Average_temperature(degree C),Crop_yield(hg/ha)
Dominican Republic,Maize,1410.0,3515.56,27.03,14206
Dominican Republic,Maize,1410.0,3515.56,26.9,14206
Dominican Republic,Plantains and others,1410.0,3515.56,27.03,104137
Dominican Republic,Plantains and others,1410.0,3515.56,26.9,104137
Dominican Republic,Potatoes,1410.0,3515.56,27.03,220766
Dominican Republic,Potatoes,1410.0,3515.56,26.9,220766
Dominican Republic,"Rice, paddy",1410.0,3515.56,27.03,42047
Dominican Republic,"Rice, paddy",1410.0,3515.56,26.9,42047
Dominican Republic,Sorghum,1410.0,3515.56,27.03,20534
Dominican Republic,Sorghum,1410.0,3515.56,26.9,20534
Dominican Republic,Sweet potatoes,1410.0,3515.56,27.03,62339
Dominican Republic,Sweet potatoes,1410.0,3515.56,26.9,62339
Dominican Republic,Yams,1410.0,3515.56,27.03,56337
Dominican Republic,Yams,1410.0,3515.56,26.9,56337
Dominican Republic,Cassava,1410.0,4116.45,27.01,72182
Dominican Republic,Cassava,1410.0,4116.45,27.08,72182
Dominican Republic,Maize,1410.0,4116.45,27.01,13900
Dominican Republic,Maize,1410.0,4116.45,27.08,13900
Dominican Republic,Plantains and others,1410.0,4116.45,27.01,121998
Dominican Republic,Plantains and others,1410.0,4116.45,27.08,121998
Dominican Republic,Potatoes,1410.0,4116.45,27.01,222125
Dominican Republic,Potatoes,1410.0,4116.45,27.08,222125
Dominican Republic,"Rice, paddy",1410.0,4116.45,27.01,46865
Dominican Republic,"Rice, paddy",1410.0,4116.45,27.08,46865
Dominican Republic,Sorghum,1410.0,4116.45,27.01,20497
Dominican Republic,Sorghum,1410.0,4116.45,27.08,20497
Dominican Republic,Sweet potatoes,1410.0,4116.45,27.01,70151
Dominican Republic,Sweet potatoes,1410.0,4116.45,27.08,70151
Dominican Republic,Yams,1410.0,4116.45,27.01,63984
Dominican Republic,Yams,1410.0,4116.45,27.08,63984
Dominican Republic,Cassava,1410.0,5689.8,27.08,75588
Dominican Republic,Cassava,1410.0,5689.8,27.12,75588
Dominican Republic,Maize,1410.0,5689.8,27.08,13350
Dominican Republic,Maize,1410.0,5689.8,27.12,13350
Dominican Republic,Plantains and others,1410.0,5689.8,27.08,107774
Dominican Republic,Plantains and others,1410.0,5689.8,27.12,107774
Dominican Republic,Potatoes,1410.0,5689.8,27.08,216325
Dominican Republic,Potatoes,1410.0,5689.8,27.12,216325
Dominican Republic,"Rice, paddy",1410.0,5689.8,27.08,48112
Dominican Republic,"Rice, paddy",1410.0,5689.8,27.12,48112
Dominican Republic,Sorghum,1410.0,5689.8,27.08,17929
Dominican Republic,Sorghum,1410.0,5689.8,27.12,17929
Dominican Republic,Sweet potatoes,1410.0,5689.8,27.08,75696
Dominican Republic,Sweet potatoes,1410.0,5689.8,27.12,75696
Dominican Republic,Yams,1410.0,5689.8,27.08,64848
Dominican Republic,Yams,1410.0,5689.8,27.12,64848
Dominican Republic,Cassava,1410.0,5409.43,26.76,75141
Dominican Republic,Cassava,1410.0,5409.43,26.56,75141
Dominican Republic,Maize,1410.0,5409.43,26.76,14532
Dominican Republic,Maize,1410.0,5409.43,26.56,14532
Dominican Republic,Plantains and others,1410.0,5409.43,26.76,94967
Dominican Republic,Plantains and others,1410.0,5409.43,26.56,94967
Dominican Republic,Potatoes,1410.0,5409.43,26.76,205454
Dominican Republic,Potatoes,1410.0,5409.43,26.56,205454
Dominican Republic,"Rice, paddy",1410.0,5409.43,26.76,48268
Dominican Republic,"Rice, paddy",1410.0,5409.43,26.56,48268
Dominican Republic,Sorghum,1410.0,5409.43,26.76,21736
Dominican Republic,Sorghum,1410.0,5409.43,26.56,21736
Dominican Republic,Sweet potatoes,1410.0,5409.43,26.76,71031
Dominican Republic,Sweet potatoes,1410.0,5409.43,26.56,71031
Dominican Republic,Yams,1410.0,5409.43,26.76,69428
Dominican Republic,Yams,1410.0,5409.43,26.56,69428
Dominican Republic,Cassava,1410.0,5975.25,26.91,77183
Dominican Republic,Cassava,1410.0,5975.25,26.88,77183
Dominican Republic,Maize,1410.0,5975.25,26.91,14645
Dominican Republic,Maize,1410.0,5975.25,26.88,14645
Dominican Republic,Plantains and others,1410.0,5975.25,26.91,123255
Dominican Republic,Plantains and others,1410.0,5975.25,26.88,123255
Dominican Republic,Potatoes,1410.0,5975.25,26.91,219707
Dominican Republic,Potatoes,1410.0,5975.25,26.88,219707
Dominican Republic,"Rice, paddy",1410.0,5975.25,26.91,42862
Dominican Republic,"Rice, paddy",1410.0,5975.25,26.88,42862
Dominican Republic,Sorghum,1410.0,5975.25,26.91,19343
Dominican Republic,Sorghum,1410.0,5975.25,26.88,19343
Dominican Republic,Sweet potatoes,1410.0,5975.25,26.91,77468
Dominican Republic,Sweet potatoes,1410.0,5975.25,26.88,77468
Dominican Republic,Yams,1410.0,5975.25,26.91,70171
Dominican Republic,Yams,1410.0,5975.25,26.88,70171
Dominican Republic,Cassava,1410.0,6316.61,26.93,84606
Dominican Republic,Cassava,1410.0,6316.61,27.01,84606
Dominican Republic,Maize,1410.0,6316.61,26.93,16818
Dominican Republic,Maize,1410.0,6316.61,27.01,16818
Dominican Republic,Plantains and others,1410.0,6316.61,26.93,109770
Dominican Republic,Plantains and others,1410.0,6316.61,27.01,109770
Dominican Republic,Potatoes,1410.0,6316.61,26.93,237316
Dominican Republic,Potatoes,1410.0,6316.61,27.01,237316
Dominican Republic,"Rice, paddy",1410.0,6316.61,26.93,47651
Dominican Republic,"Rice, paddy",1410.0,6316.61,27.01,47651
Dominican Republic,Sorghum,1410.0,6316.61,26.93,21139
Dominican Republic,Sorghum,1410.0,6316.61,27.01,21139
Dominican Republic,Sweet potatoes,1410.0,6316.61,26.93,81343
Dominican Republic,Sweet potatoes,1410.0,6316.61,27.01,81343
Dominican Republic,Yams,1410.0,6316.61,26.93,69331
Dominican Republic,Yams,1410.0,6316.61,27.01,69331
Dominican Republic,Cassava,1410.0,6316.61,26.79,78686
Dominican Republic,Cassava,1410.0,6316.61,26.66,78686
Dominican Republic,Maize,1410.0,6316.61,26.79,16229
Dominican Republic,Maize,1410.0,6316.61,26.66,16229
Dominican Republic,Plantains and others,1410.0,6316.61,26.79,173430
Dominican Republic,Plantains and others,1410.0,6316.61,26.66,173430
Dominican Republic,Potatoes,1410.0,6316.61,26.79,236186
Dominican Republic,Potatoes,1410.0,6316.61,26.66,236186
Dominican Republic,"Rice, paddy",1410.0,6316.61,26.79,50057
Dominican Republic,"Rice, paddy",1410.0,6316.61,26.66,50057
Dominican Republic,Sorghum,1410.0,6316.61,26.79,14666
Dominican Republic,Sorghum,1410.0,6316.61,26.66,14666
Dominican Republic,Sweet potatoes,1410.0,6316.61,26.79,80907
Dominican Republic,Sweet potatoes,1410.0,6316.61,26.66,80907
Dominican Republic,Yams,1410.0,6316.61,26.79,67133
Dominican Republic,Yams,1410.0,6316.61,26.66,67133
Dominican Republic,Cassava,1410.0,6316.61,26.87,75083
Dominican Republic,Cassava,1410.0,6316.61,26.84,75083
Dominican Republic,Maize,1410.0,6316.61,26.87,15675
Dominican Republic,Maize,1410.0,6316.61,26.84,15675
Dominican Republic,Plantains and others,1410.0,6316.61,26.87,183778
Dominican Republic,Plantains and others,1410.0,6316.61,26.84,183778
Dominican Republic,Potatoes,1410.0,6316.61,26.87,242634
Dominican Republic,Potatoes,1410.0,6316.61,26.84,242634
Dominican Republic,"Rice, paddy",1410.0,6316.61,26.87,41266
Dominican Republic,"Rice, paddy",1410.0,6316.61,26.84,41266
Dominican Republic,Sorghum,1410.0,6316.61,26.87,14585
Dominican Republic,Sorghum,1410.0,6316.61,26.84,14585
Dominican Republic,Sweet potatoes,1410.0,6316.61,26.87,81007
Dominican Republic,Sweet potatoes,1410.0,6316.61,26.84,81007
Dominican Republic,Yams,1410.0,6316.61,26.87,66228
Dominican Republic,Yams,1410.0,6316.61,26.84,66228
Dominican Republic,Cassava,1410.0,6316.61,26.51,74585
Dominican Republic,Cassava,1410.0,6316.61,26.88,74585
Dominican Republic,Maize,1410.0,6316.61,26.51,15764
Dominican Republic,Maize,1410.0,6316.61,26.88,15764
Dominican Republic,Plantains and others,1410.0,6316.61,26.51,199939
Dominican Republic,Plantains and others,1410.0,6316.61,26.88,199939
Dominican Republic,Potatoes,1410.0,6316.61,26.51,256603
Dominican Republic,Potatoes,1410.0,6316.61,26.88,256603
Dominican Republic,"Rice, paddy",1410.0,6316.61,26.51,45123
Dominican Republic,"Rice, paddy",1410.0,6316.61,26.88,45123
Dominican Republic,Sorghum,1410.0,6316.61,26.51,15303
Dominican Republic,Sorghum,1410.0,6316.61,26.88,15303
Dominican Republic,Sweet potatoes,1410.0,6316.61,26.51,79812
Dominican Republic,Sweet potatoes,1410.0,6316.61,26.88,79812
Dominican Republic,Yams,1410.0,6316.61,26.51,63432
Dominican Republic,Yams,1410.0,6316.61,26.88,63432
Ecuador,Cassava,2274.0,2537.0,21.82,54593
Ecuador,Cassava,2274.0,2537.0,17.6,54593
Ecuador,Cassava,2274.0,2537.0,22.12,54593
Ecuador,Maize,2274.0,2537.0,21.82,10602
Ecuador,Maize,2274.0,2537.0,17.6,10602
Ecuador,Maize,2274.0,2537.0,22.12,10602
Ecuador,Plantains and others,2274.0,2537.0,21.82,118358
Ecuador,Plantains and others,2274.0,2537.0,17.6,118358
Ecuador,Plantains and others,2274.0,2537.0,22.12,118358
Ecuador,Potatoes,2274.0,2537.0,21.82,71727
Ecuador,Potatoes,2274.0,2537.0,17.6,71727
Ecuador,Potatoes,2274.0,2537.0,22.12,71727
Ecuador,"Rice, paddy",2274.0,2537.0,21.82,31218
Ecuador,"Rice, paddy",2274.0,2537.0,17.6,31218
Ecuador,"Rice, paddy",2274.0,2537.0,22.12,31218
Ecuador,Sorghum,2274.0,2537.0,21.82,28273
Ecuador,Sorghum,2274.0,2537.0,17.6,28273
Ecuador,Sorghum,2274.0,2537.0,22.12,28273
Ecuador,Soybeans,2274.0,2537.0,21.82,19873
Ecuador,Soybeans,2274.0,2537.0,17.6,19873
Ecuador,Soybeans,2274.0,2537.0,22.12,19873
Ecuador,Sweet potatoes,2274.0,2537.0,21.82,59520
Ecuador,Sweet potatoes,2274.0,2537.0,17.6,59520
Ecuador,Sweet potatoes,2274.0,2537.0,22.12,59520
Ecuador,Wheat,2274.0,2537.0,21.82,7967
Ecuador,Wheat,2274.0,2537.0,17.6,7967
Ecuador,Wheat,2274.0,2537.0,22.12,7967
Ecuador,Cassava,2274.0,2377.0,21.91,47217
Ecuador,Cassava,2274.0,2377.0,17.59,47217
Ecuador,Cassava,2274.0,2377.0,22.18,47217
Ecuador,Maize,2274.0,2377.0,21.91,13821
Ecuador,Maize,2274.0,2377.0,17.59,13821
Ecuador,Maize,2274.0,2377.0,22.18,13821
Ecuador,Plantains and others,2274.0,2377.0,21.91,99852
Ecuador,Plantains and others,2274.0,2377.0,17.59,99852
Ecuador,Plantains and others,2274.0,2377.0,22.18,99852
Ecuador,Potatoes,2274.0,2377.0,21.91,68405
Ecuador,Potatoes,2274.0,2377.0,17.59,68405
Ecuador,Potatoes,2274.0,2377.0,22.18,68405
Ecuador,"Rice, paddy",2274.0,2377.0,21.91,26921
Ecuador,"Rice, paddy",2274.0,2377.0,17.59,26921
Ecuador,"Rice, paddy",2274.0,2377.0,22.18,26921
Ecuador,Sorghum,2274.0,2377.0,21.91,15289
Ecuador,Sorghum,2274.0,2377.0,17.59,15289
Ecuador,Sorghum,2274.0,2377.0,22.18,15289
Ecuador,Soybeans,2274.0,2377.0,21.91,16598
Ecuador,Soybeans,2274.0,2377.0,17.59,16598
Ecuador,Soybeans,2274.0,2377.0,22.18,16598
Ecuador,Sweet potatoes,2274.0,2377.0,21.91,26571
Ecuador,Sweet potatoes,2274.0,2377.0,17.59,26571
Ecuador,Sweet potatoes,2274.0,2377.0,22.18,26571
Ecuador,Wheat,2274.0,2377.0,21.91,5696
Ecuador,Wheat,2274.0,2377.0,17.59,5696
Ecuador,Wheat,2274.0,2377.0,22.18,5696
Ecuador,Cassava,2274.0,2012.0,21.94,36875
Ecuador,Cassava,2274.0,2012.0,17.67,36875
Ecuador,Cassava,2274.0,2012.0,22.19,36875
Ecuador,Maize,2274.0,2012.0,21.94,10416
Ecuador,Maize,2274.0,2012.0,17.67,10416
Ecuador,Maize,2274.0,2012.0,22.19,10416
Ecuador,Plantains and others,2274.0,2012.0,21.94,101582
Ecuador,Plantains and others,2274.0,2012.0,17.67,101582
Ecuador,Plantains and others,2274.0,2012.0,22.19,101582
Ecuador,Potatoes,2274.0,2012.0,21.94,77444
Ecuador,Potatoes,2274.0,2012.0,17.67,77444
Ecuador,Potatoes,2274.0,2012.0,22.19,77444
Ecuador,"Rice, paddy",2274.0,2012.0,21.94,33254
Ecuador,"Rice, paddy",2274.0,2012.0,17.67,33254
Ecuador,"Rice, paddy",2274.0,2012.0,22.19,33254
Ecuador,Sorghum,2274.0,2012.0,21.94,13955
Ecuador,Sorghum,2274.0,2012.0,17.67,13955
Ecuador,Sorghum,2274.0,2012.0,22.19,13955
Ecuador,Soybeans,2274.0,2012.0,21.94,16420
Ecuador,Soybeans,2274.0,2012.0,17.67,16420
Ecuador,Soybeans,2274.0,2012.0,22.19,16420
Ecuador,Sweet potatoes,2274.0,2012.0,21.94,28667
Ecuador,Sweet potatoes,2274.0,2012.0,17.67,28667
Ecuador,Sweet potatoes,2274.0,2012.0,22.19,28667
Ecuador,Wheat,2274.0,2012.0,21.94,5911
Ecuador,Wheat,2274.0,2012.0,17.67,5911
Ecuador,Wheat,2274.0,2012.0,22.19,5911
Ecuador,Cassava,2274.0,1844.0,21.86,36265
Ecuador,Cassava,2274.0,1844.0,17.42,36265
Ecuador,Cassava,2274.0,1844.0,22.15,36265
Ecuador,Maize,2274.0,1844.0,21.86,11442
Ecuador,Maize,2274.0,1844.0,17.42,11442
Ecuador,Maize,2274.0,1844.0,22.15,11442
Ecuador,Plantains and others,2274.0,1844.0,21.86,93053
Ecuador,Plantains and others,2274.0,1844.0,17.42,93053
Ecuador,Plantains and others,2274.0,1844.0,22.15,93053
Ecuador,Potatoes,2274.0,1844.0,21.86,74694
Ecuador,Potatoes,2274.0,1844.0,17.42,74694
Ecuador,Potatoes,2274.0,1844.0,22.15,74694
Ecuador,"Rice, paddy",2274.0,1844.0,21.86,34804
Ecuador,"Rice, paddy",2274.0,1844.0,17.42,34804
Ecuador,"Rice, paddy",2274.0,1844.0,22.15,34804
Ecuador,Sorghum,2274.0,1844.0,21.86,12949
Ecuador,Sorghum,2274.0,1844.0,17.42,12949
Ecuador,Sorghum,2274.0,1844.0,22.15,12949
Ecuador,Soybeans,2274.0,1844.0,21.86,17613
Ecuador,Soybeans,2274.0,1844.0,17.42,17613
Ecuador,Soybeans,2274.0,1844.0,22.15,17613
Ecuador,Sweet potatoes,2274.0,1844.0,21.86,36276
Ecuador,Sweet potatoes,2274.0,1844.0,17.42,36276
Ecuador,Sweet potatoes,2274.0,1844.0,22.15,36276
Ecuador,Wheat,2274.0,1844.0,21.86,6711
Ecuador,Wheat,2274.0,1844.0,17.42,6711
Ecuador,Wheat,2274.0,1844.0,22.15,6711
Ecuador,Cassava,2274.0,2670.0,21.46,40870
Ecuador,Cassava,2274.0,2670.0,17.4,40870
Ecuador,Cassava,2274.0,2670.0,21.8,40870
Ecuador,Maize,2274.0,2670.0,21.46,11208
Ecuador,Maize,2274.0,2670.0,17.4,11208
Ecuador,Maize,2274.0,2670.0,21.8,11208
Ecuador,Plantains and others,2274.0,2670.0,21.46,103690
Ecuador,Plantains and others,2274.0,2670.0,17.4,103690
Ecuador,Plantains and others,2274.0,2670.0,21.8,103690
Ecuador,Potatoes,2274.0,2670.0,21.46,81368
Ecuador,Potatoes,2274.0,2670.0,17.4,81368
Ecuador,Potatoes,2274.0,2670.0,21.8,81368
Ecuador,"Rice, paddy",2274.0,2670.0,21.46,37385
Ecuador,"Rice, paddy",2274.0,2670.0,17.4,37385
Ecuador,"Rice, paddy",2274.0,2670.0,21.8,37385
Ecuador,Sorghum,2274.0,2670.0,21.46,8923
Ecuador,Sorghum,2274.0,2670.0,17.4,8923
Ecuador,Sorghum,2274.0,2670.0,21.8,8923
Ecuador,Soybeans,2274.0,2670.0,21.46,21520
Ecuador,Soybeans,2274.0,2670.0,17.4,21520
Ecuador,Soybeans,2274.0,2670.0,21.8,21520
Ecuador,Sweet potatoes,2274.0,2670.0,21.46,48971
Ecuador,Sweet potatoes,2274.0,2670.0,17.4,48971
Ecuador,Sweet potatoes,2274.0,2670.0,21.8,48971
Ecuador,Wheat,2274.0,2670.0,21.46,6162
Ecuador,Wheat,2274.0,2670.0,17.4,6162
Ecuador,Wheat,2274.0,2670.0,21.8,6162
Ecuador,Cassava,2274.0,2658.0,21.96,36456
Ecuador,Cassava,2274.0,2658.0,17.7,36456
Ecuador,Cassava,2274.0,2658.0,22.19,36456
Ecuador,Maize,2274.0,2658.0,21.96,11551
Ecuador,Maize,2274.0,2658.0,17.7,11551
Ecuador,Maize,2274.0,2658.0,22.19,11551
Ecuador,Plantains and others,2274.0,2658.0,21.96,82605
Ecuador,Plantains and others,2274.0,2658.0,17.7,82605
Ecuador,Plantains and others,2274.0,2658.0,22.19,82605
Ecuador,Potatoes,2274.0,2658.0,21.96,71719
Ecuador,Potatoes,2274.0,2658.0,17.7,71719
Ecuador,Potatoes,2274.0,2658.0,22.19,71719
Ecuador,"Rice, paddy",2274.0,2658.0,21.96,32622
Ecuador,"Rice, paddy",2274.0,2658.0,17.7,32622
Ecuador,"Rice, paddy",2274.0,2658.0,22.19,32622
Ecuador,Sorghum,2274.0,2658.0,21.96,12067
Ecuador,Sorghum,2274.0,2658.0,17.7,12067
Ecuador,Sorghum,2274.0,2658.0,22.19,12067
Ecuador,Soybeans,2274.0,2658.0,21.96,10939
Ecuador,Soybeans,2274.0,2658.0,17.7,10939
Ecuador,Soybeans,2274.0,2658.0,22.19,10939
Ecuador,Sweet potatoes,2274.0,2658.0,21.96,35269
Ecuador,Sweet potatoes,2274.0,2658.0,17.7,35269
Ecuador,Sweet potatoes,2274.0,2658.0,22.19,35269
Ecuador,Wheat,2274.0,2658.0,21.96,6951
Ecuador,Wheat,2274.0,2658.0,17.7,6951
Ecuador,Wheat,2274.0,2658.0,22.19,6951
Ecuador,Cassava,2274.0,2407.0,21.34,37845
Ecuador,Cassava,2274.0,2407.0,17.23,37845
Ecuador,Cassava,2274.0,2407.0,21.69,37845
Ecuador,Maize,2274.0,2407.0,21.34,11425
Ecuador,Maize,2274.0,2407.0,17.23,11425
Ecuador,Maize,2274.0,2407.0,21.69,11425
Ecuador,Plantains and others,2274.0,2407.0,21.34,88953
Ecuador,Plantains and others,2274.0,2407.0,17.23,88953
Ecuador,Plantains and others,2274.0,2407.0,21.69,88953
Ecuador,Potatoes,2274.0,2407.0,21.34,84913
Ecuador,Potatoes,2274.0,2407.0,17.23,84913
Ecuador,Potatoes,2274.0,2407.0,21.69,84913
Ecuador,"Rice, paddy",2274.0,2407.0,21.34,35620
Ecuador,"Rice, paddy",2274.0,2407.0,17.23,35620
Ecuador,"Rice, paddy",2274.0,2407.0,21.69,35620
Ecuador,Sorghum,2274.0,2407.0,21.34,11725
Ecuador,Sorghum,2274.0,2407.0,17.23,11725
Ecuador,Sorghum,2274.0,2407.0,21.69,11725
Ecuador,Soybeans,2274.0,2407.0,21.34,12600
Ecuador,Soybeans,2274.0,2407.0,17.23,12600
Ecuador,Soybeans,2274.0,2407.0,21.69,12600
Ecuador,Sweet potatoes,2274.0,2407.0,21.34,36429
Ecuador,Sweet potatoes,2274.0,2407.0,17.23,36429
Ecuador,Sweet potatoes,2274.0,2407.0,21.69,36429
Ecuador,Wheat,2274.0,2407.0,21.34,6176
Ecuador,Wheat,2274.0,2407.0,17.23,6176
Ecuador,Wheat,2274.0,2407.0,21.69,6176
Ecuador,Cassava,2274.0,7612.0,22.88,37578
Ecuador,Cassava,2274.0,7612.0,17.82,37578
Ecuador,Cassava,2274.0,7612.0,23.0,37578
Ecuador,Maize,2274.0,7612.0,22.88,11482
Ecuador,Maize,2274.0,7612.0,17.82,11482
Ecuador,Maize,2274.0,7612.0,23.0,11482
Ecuador,Plantains and others,2274.0,7612.0,22.88,83753
Ecuador,Plantains and others,2274.0,7612.0,17.82,83753
Ecuador,Plantains and others,2274.0,7612.0,23.0,83753
Ecuador,Potatoes,2274.0,7612.0,22.88,89626
Ecuador,Potatoes,2274.0,7612.0,17.82,89626
Ecuador,Potatoes,2274.0,7612.0,23.0,89626
Ecuador,"Rice, paddy",2274.0,7612.0,22.88,35876
Ecuador,"Rice, paddy",2274.0,7612.0,17.82,35876
Ecuador,"Rice, paddy",2274.0,7612.0,23.0,35876
Ecuador,Sorghum,2274.0,7612.0,22.88,17111
Ecuador,Sorghum,2274.0,7612.0,17.82,17111
Ecuador,Sorghum,2274.0,7612.0,23.0,17111
Ecuador,Soybeans,2274.0,7612.0,22.88,11365
Ecuador,Soybeans,2274.0,7612.0,17.82,11365
Ecuador,Soybeans,2274.0,7612.0,23.0,11365
Ecuador,Sweet potatoes,2274.0,7612.0,22.88,38750
Ecuador,Sweet potatoes,2274.0,7612.0,17.82,38750
Ecuador,Sweet potatoes,2274.0,7612.0,23.0,38750
Ecuador,Wheat,2274.0,7612.0,22.88,5976
Ecuador,Wheat,2274.0,7612.0,17.82,5976
Ecuador,Wheat,2274.0,7612.0,23.0,5976
Ecuador,Cassava,2274.0,21500.0,22.59,49242
Ecuador,Cassava,2274.0,21500.0,18.12,49242
Ecuador,Cassava,2274.0,21500.0,22.72,49242
Ecuador,Maize,2274.0,21500.0,22.59,10743
Ecuador,Maize,2274.0,21500.0,18.12,10743
Ecuador,Maize,2274.0,21500.0,22.72,10743
Ecuador,Plantains and others,2274.0,21500.0,22.59,93279
Ecuador,Plantains and others,2274.0,21500.0,18.12,93279
Ecuador,Plantains and others,2274.0,21500.0,22.72,93279
Ecuador,Potatoes,2274.0,21500.0,22.59,92184
Ecuador,Potatoes,2274.0,21500.0,18.12,92184
Ecuador,Potatoes,2274.0,21500.0,22.72,92184
Ecuador,"Rice, paddy",2274.0,21500.0,22.59,32060
Ecuador,"Rice, paddy",2274.0,21500.0,18.12,32060
Ecuador,"Rice, paddy",2274.0,21500.0,22.72,32060
Ecuador,Sorghum,2274.0,21500.0,22.59,13548
Ecuador,Sorghum,2274.0,21500.0,18.12,13548
Ecuador,Sorghum,2274.0,21500.0,22.72,13548
Ecuador,Soybeans,2274.0,21500.0,22.59,12691
Ecuador,Soybeans,2274.0,21500.0,18.12,12691
Ecuador,Soybeans,2274.0,21500.0,22.72,12691
Ecuador,Sweet potatoes,2274.0,21500.0,22.59,17591
Ecuador,Sweet potatoes,2274.0,21500.0,18.12,17591
Ecuador,Sweet potatoes,2274.0,21500.0,22.72,17591
Ecuador,Wheat,2274.0,21500.0,22.59,6484
Ecuador,Wheat,2274.0,21500.0,18.12,6484
Ecuador,Wheat,2274.0,21500.0,22.72,6484
Ecuador,Cassava,2274.0,14216.0,21.21,40000
Ecuador,Cassava,2274.0,14216.0,17.02,40000
Ecuador,Cassava,2274.0,14216.0,21.43,40000
Ecuador,Maize,2274.0,14216.0,21.21,11813
Ecuador,Maize,2274.0,14216.0,17.02,11813
Ecuador,Maize,2274.0,14216.0,21.43,11813
Ecuador,Plantains and others,2274.0,14216.0,21.21,93936
Ecuador,Plantains and others,2274.0,14216.0,17.02,93936
Ecuador,Plantains and others,2274.0,14216.0,21.43,93936
Ecuador,Potatoes,2274.0,14216.0,21.21,93077
Ecuador,Potatoes,2274.0,14216.0,17.02,93077
Ecuador,Potatoes,2274.0,14216.0,21.43,93077
Ecuador,"Rice, paddy",2274.0,14216.0,21.21,35225
Ecuador,"Rice, paddy",2274.0,14216.0,17.02,35225
Ecuador,"Rice, paddy",2274.0,14216.0,21.43,35225
Ecuador,Sorghum,2274.0,14216.0,21.21,13548
Ecuador,Sorghum,2274.0,14216.0,17.02,13548
Ecuador,Sorghum,2274.0,14216.0,21.43,13548
Ecuador,Soybeans,2274.0,14216.0,21.21,18130
Ecuador,Soybeans,2274.0,14216.0,17.02,18130
Ecuador,Soybeans,2274.0,14216.0,21.43,18130
Ecuador,Sweet potatoes,2274.0,14216.0,21.21,56766
Ecuador,Sweet potatoes,2274.0,14216.0,17.02,56766
Ecuador,Sweet potatoes,2274.0,14216.0,21.43,56766
Ecuador,Wheat,2274.0,14216.0,21.21,7001
Ecuador,Wheat,2274.0,14216.0,17.02,7001
Ecuador,Wheat,2274.0,14216.0,21.43,7001
Ecuador,Cassava,2274.0,17948.0,21.34,34909
Ecuador,Cassava,2274.0,17948.0,17.06,34909
Ecuador,Cassava,2274.0,17948.0,21.46,34909
Ecuador,Maize,2274.0,17948.0,21.34,14614
Ecuador,Maize,2274.0,17948.0,17.06,14614
Ecuador,Maize,2274.0,17948.0,21.46,14614
Ecuador,Plantains and others,2274.0,17948.0,21.34,30460
Ecuador,Plantains and others,2274.0,17948.0,17.06,30460
Ecuador,Plantains and others,2274.0,17948.0,21.46,30460
Ecuador,Potatoes,2274.0,17948.0,21.34,56332
Ecuador,Potatoes,2274.0,17948.0,17.06,56332
Ecuador,Potatoes,2274.0,17948.0,21.46,56332
Ecuador,"Rice, paddy",2274.0,17948.0,21.34,36812
Ecuador,"Rice, paddy",2274.0,17948.0,17.06,36812
Ecuador,"Rice, paddy",2274.0,17948.0,21.46,36812
Ecuador,Sorghum,2274.0,17948.0,21.34,14700
Ecuador,Sorghum,2274.0,17948.0,17.06,14700
Ecuador,Sorghum,2274.0,17948.0,21.46,14700
Ecuador,Soybeans,2274.0,17948.0,21.34,17061
Ecuador,Soybeans,2274.0,17948.0,17.06,17061
Ecuador,Soybeans,2274.0,17948.0,21.46,17061
Ecuador,Sweet potatoes,2274.0,17948.0,21.34,29181
Ecuador,Sweet potatoes,2274.0,17948.0,17.06,29181
Ecuador,Sweet potatoes,2274.0,17948.0,21.46,29181
Ecuador,Wheat,2274.0,17948.0,21.34,6208
Ecuador,Wheat,2274.0,17948.0,17.06,6208
Ecuador,Wheat,2274.0,17948.0,21.46,6208
Ecuador,Cassava,2274.0,7344.0,21.51,38000
Ecuador,Cassava,2274.0,7344.0,17.39,38000
Ecuador,Cassava,2274.0,7344.0,21.88,38000
Ecuador,Maize,2274.0,7344.0,21.51,7642
Ecuador,Maize,2274.0,7344.0,17.39,7642
Ecuador,Maize,2274.0,7344.0,21.88,7642
Ecuador,Plantains and others,2274.0,7344.0,21.51,90347
Ecuador,Plantains and others,2274.0,7344.0,17.39,90347
Ecuador,Plantains and others,2274.0,7344.0,21.88,90347
Ecuador,Potatoes,2274.0,7344.0,21.51,97253
Ecuador,Potatoes,2274.0,7344.0,17.39,97253
Ecuador,Potatoes,2274.0,7344.0,21.88,97253
Ecuador,"Rice, paddy",2274.0,7344.0,21.51,36000
Ecuador,"Rice, paddy",2274.0,7344.0,17.39,36000
Ecuador,"Rice, paddy",2274.0,7344.0,21.88,36000
Ecuador,Sorghum,2274.0,7344.0,21.51,14384
Ecuador,Sorghum,2274.0,7344.0,17.39,14384
Ecuador,Sorghum,2274.0,7344.0,21.88,14384
Ecuador,Soybeans,2274.0,7344.0,21.51,18900
Ecuador,Soybeans,2274.0,7344.0,17.39,18900
Ecuador,Soybeans,2274.0,7344.0,21.88,18900
Ecuador,Sweet potatoes,2274.0,7344.0,21.51,28134
Ecuador,Sweet potatoes,2274.0,7344.0,17.39,28134
Ecuador,Sweet potatoes,2274.0,7344.0,21.88,28134
Ecuador,Wheat,2274.0,7344.0,21.51,6100
Ecuador,Wheat,2274.0,7344.0,17.39,6100
